id,property_number,item_description,account_code,account_name,fund_source,unit_cost,acquisition_date,office_id
877,0-05-05.020-0077-000,"FUJIFILM - X-T30II X-T100, 24MP; SC 15-45mm F3.5 APS-C
LENS SN: 4CC11359 Camera SN: 47011038",1.06.05.020.00,"Office Equipment",05,66688.00,0000-00-00,
878,0-05-05.020-0078-000,"ACER - TMP216-51G-53UB SN: NXB18SP019424140E27600",1.06.05.020.00,"Office Equipment",05,52030.00,0000-00-00,
887,0-05-05.020-0079-000,"Printer- Print, scan, copy, fax with ADF; EPSON Model: L15150; SN: X6N7050605",1.06.05.020.00,"Office Equipment",05,50610.00,0000-00-00,
888,0-05-05.020-0080-000,"Printer- Print, scan, copy, fax with ADF; EPSON Model: L15150; SN: X6N7049918",1.06.05.020.00,"Office Equipment",05,50610.00,0000-00-00,
959,0-05-05.020-0081-000,"heavy duty multi-function digital copier A3 copy. Print and colored scan; with ADF (Automatic Reverse Document Feeder), with single tray. Gestetner - M 2701 SN: 3284Z730045",1.06.05.020.00,"Office Equipment",05,83500.00,0000-00-00,
963,0-05-05.020-0082-000,"AF-P NIKKOR 70-300mm F4.5-5.6E ED VR Lens ""Nikon AFP 70-300F45-56E ED VR Mount -Crop: Nikon F-Mount Type-Focal:70-300mm Aperture: Max f/4.6-5.6"" SN: 2027161",1.06.05.020.00,"Office Equipment",05,59950.00,0000-00-00,
1147,0-05-05.020-0083-000,"2.5HP; inverter; split type; wall mounted; 1 phase 230V, 60Hz KAIZER Model: KSPA-2.HP SN: KSPA25HP2024070138",1.06.05.020.00,"Office Equipment",05,56000.00,0000-00-00,
1148,0-05-05.020-0084-000,"2.5HP; inverter; split type; wall mounted; 1 phase 230V, 60Hz KAIZER Model: KSPA-2.HP SN: KSPA25HP2024070254",1.06.05.020.00,"Office Equipment",05,56000.00,0000-00-00,
1149,0-05-05.020-0085-000,"2.5HP; inverter; split type; wall mounted; 1 phase 230V, 60Hz KAIZER Model: KSPA-2.HP SN: KSPA25HP2024070116",1.06.05.020.00,"Office Equipment",05,56000.00,0000-00-00,
1187,0-05-05.020-0086-000,"Heavy Duty Multi-Function Digital Copier A3 Copy, Print and colored scan; with ADRF (Automatic Reverse Document Feeder); with single tray; bypass tray; 100 sheets capacity; A3 (11'' x 17''), copying printing and colored scanning; memory 512mb;RICOH M2810N SN: 9535X840068; ADRF SN: 9555X810187",1.06.05.020.00,"Office Equipment",05,78640.00,0000-00-00,
462,2023-05-05.020-0001-000,"Altos Brainspere T110F5, SN: USRJYTA028314000280V00",1.06.05.020.00,"Office Equipment",05,88600.00,2023-08-18,
595,2023-05-05.020-0002-000,"Sony SN: 4916874",1.06.05.020.00,"Office Equipment",05,101038.00,2023-05-25,
2570,2023-05-05.020-0003-000,"ACER Veriton X4690G, Intel Core i7, 2TB HDD, SN: DTVWSSP01T233019A33000",1.06.05.020.00,"Office Equipment",05,75000.00,2023-01-01,
946,2025-05-05.020-0001-000,"3T; inverter; flour mounted; split type; SN: 1212050ACMW17247E000157(Outdoor); TCL - 36TCFS/JI Indoor SN: 1212040ACLN11247F000129",1.06.05.020.00,"Office Equipment",05,136530.00,2025-01-21,
949,2025-05-05.020-0002-000,"3HP inverter floor mounted type; 230V, 1 phase, 60Hz including installation Outdoor SN: 1212050HSXW17247E000037; TCL - 28TCFS/JI2-ID Indoor SN: 10HSWNQ700ZQ70900014",1.06.05.020.00,"Office Equipment",05,71500.00,2025-01-21,
951,2025-05-05.020-0003-000,"4HP; floor standing; inverter grade- R410a refrigerant Outdoor SN:1212050ACMW17247E000137; TCL - 36TCFS/JI Indoor SN: 1212040ACLN11247F000114",1.06.05.020.00,"Office Equipment",05,116400.00,2025-01-21,
952,2025-05-05.020-0004-000,"3T; floor mounted; split type Outdoor SN: 1212050ACMW17247E000112; TCL - 36TCFS/JI Indoor SN: 1212040ACLN11247F000111",1.06.05.020.00,"Office Equipment",05,102750.00,2025-01-21,
1144,2025-05-05.020-0005-000,"Scanner type ADF; Paper Chute Capacity (A4 Landscape) 300 sheets typical daily duty cycle 30,000 sheets; multifield detection; overlap detection (ultrasonic sensor); Paper Protection Warp Detection; RICOH FUJITSU FI -7700 SN: AU2AH00436",1.06.05.020.00,"Office Equipment",05,487800.00,2025-07-17,
4027,2025-05-05.020-0006-000,"split type; 5.0 TR 60 BTU; Floor mounted; 3 phase; 220V; 60 cycles (Carrier) SN: 42BFEFSUCAR05TEER10PC-0488006",1.06.05.020.00,"Office Equipment",05,127000.00,,
4028,2025-05-05.020-0007-000,"Model: iR2116J, SN: (21)DHR07528 Canon",1.06.05.020.00,"Office Equipment",05,94000.00,,
4029,2025-05-05.020-0008-000,"Model MP-1600L (Gestetner) 3 in 1",1.06.05.020.00,"Office Equipment",05,120000.00,,
4030,2025-05-05.020-0009-000,"3-in-1 (Printer, Copier, Scanner) Gestetner; MP- 1600Le; SN-L6986250494",1.06.05.020.00,"Office Equipment",05,85000.00,,
4031,2025-05-05.020-0010-000,"3 tonner, split type (Panasonic) Model: CU-PC3611KQ; SN: no sn",1.06.05.020.00,"Office Equipment",05,69000.00,,
4032,2025-05-05.020-0011-000,"4 tonner, split type (Panasonic) Model: CU-PC3611KQ; SN: 7735000140,",1.06.05.020.00,"Office Equipment",05,69000.00,,
4033,2025-05-05.020-0012-000,"5 tonner, split type (Panasonic) Model: CU-PC3611KQ; SN: , 7735000135",1.06.05.020.00,"Office Equipment",05,69000.00,,
4034,2025-05-05.020-0013-000,"40""; Flatscreen (LCD)",1.06.05.020.00,"Office Equipment",05,70000.00,,
4035,2025-05-05.020-0014-000,"TV-37"" LCD; Model: LA37B530P7R (Samsung); /N: AZ8E3DG7300751; AZ8E3DGZ300773; Home Theater-Model: DAV-DZ270 (Sony); S/N: 4130970; 4130747; model: LA37B530P7R; SN:",1.06.05.020.00,"Office Equipment",05,61000.00,,
4036,2025-05-05.020-0015-000,"TV-37"" LCD; Model: LA37B530P7R (Samsung); /N: AZ8E3DG7300751; AZ8E3DGZ300773; Home Theater-Model: DAV-DZ270 (Sony); S/N: 4130970; 4130747; model: ; SN: AZ8E3DGZ300751Y",1.06.05.020.00,"Office Equipment",05,61000.00,,
4037,2025-05-05.020-0016-000,"3 Tonner, split type floor mounted (Carrier); ASBFE600BA; SN: 42BFEFSUCAR05TEER17PC-1126905",1.06.05.020.00,"Office Equipment",05,137000.00,,
4038,2025-05-05.020-0017-000,"5 tonner, floor mounted, split type; Model FP=53ASBFE600 (Carrier); Outdoor-38ASBCDUCAR05TKXK10PC-0426069; 0426075, SN: Indoor - 42BFEFSUCAR05TEER10PC-04880006; SN: Indoor - 42BFEFSUCAR05TEER10PC-0487886",1.06.05.020.00,"Office Equipment",05,188000.00,,
4039,2025-05-05.020-0018-000,"3 tonner, split type; floor mounted; Model: ASBFM360BA (Carrier)SN; Indoor 42BFEFSAUCAR03TEAR10PC-0498405",1.06.05.020.00,"Office Equipment",05,112000.00,,
4040,2025-05-05.020-0019-000,"3 tonner; split type; floor mounted; (Carrier); Indoor: Model No.: ASBFM360BA-EW; SN: 42BFMFSUCAR03TEEJ11PC0392452; Outdoor: Model No.: 38RDS360DC; SN: 38RDSCDUCAR03TEE",1.06.05.020.00,"Office Equipment",05,78522.00,,
4041,2025-05-05.020-0020-000,"3 tonner; split type; floor mounted; (Carrier); Indoor: Model No.: ASBFM360BA-EW; SN: 42BFMFSUCAR03TEEJ11PC0392452; Outdoor: Model No.: 38RDS360DC; SN: 38RDSCDUCAR03TEE",1.06.05.020.00,"Office Equipment",05,78522.00,,
4042,2025-05-05.020-0021-000,"5 tonner, split type; floor mounted (Koppel) SN: Indoor: FE273080; Outdoor: GE323645; GE323647",1.06.05.020.00,"Office Equipment",05,99100.00,,
4043,2025-05-05.020-0022-000,"KOLIN KSM-25CB1NV 2.5HP; Wall-mounted; inverter deluxe single split type w/ installation",1.06.05.020.00,"Office Equipment",05,66000.00,,
4044,2025-05-05.020-0023-000,"Kolin KFM-7001E; 5 tonner; SN: 10771405-10718",1.06.05.020.00,"Office Equipment",05,100000.00,,
4045,2025-05-05.020-0024-000,"KOLIN KFM-400F1J 3 Tonner ; split type; floor mounted w/ installation",1.06.05.020.00,"Office Equipment",05,75000.00,,
4046,2025-05-05.020-0025-000,"SHARP 45038; SN: 45038879",1.06.05.020.00,"Office Equipment",05,162735.00,,
4047,2025-05-05.020-0026-000,"Gestetner MP2001L; S/N:E344M9501462015",1.06.05.020.00,"Office Equipment",05,78500.00,,
4048,2025-05-05.020-0027-000,"w/ ADF; Sharp AR-5618; SN: 43030921",1.06.05.020.00,"Office Equipment",05,58000.00,,
4049,2025-05-05.020-0028-000,"Gestetner MP2001L; w/ ARDF; SN",1.06.05.020.00,"Office Equipment",05,74850.00,,
4050,2025-05-05.020-0029-000,"Gestetner MP2001L; w/ ARDF; SN; E345M750007",1.06.05.020.00,"Office Equipment",05,74850.00,,
4051,2025-05-05.020-0030-000,"Gestetner MP2001L; w/ ARDF; SN: E345M750005",1.06.05.020.00,"Office Equipment",05,74850.00,,
4052,2025-05-05.020-0031-000,"Gestetner MP2001L; w/ ARDF; SN: E345M950308",1.06.05.020.00,"Office Equipment",05,74850.00,,
4053,2025-05-05.020-0032-000,"5-tonner splt type; floor mounted w/ installation; Koppel",1.06.05.020.00,"Office Equipment",05,99199.00,,
4054,2025-05-05.020-0033-000,"DX2430; gestetner SN: D2177200469",1.06.05.020.00,"Office Equipment",05,145000.00,,
4055,2025-05-05.020-0034-000,"Gestetner MP-2014AD S/N:G616M550072",1.06.05.020.00,"Office Equipment",05,51000.00,,
4056,2025-05-05.020-0035-000,"Gestetner MP-2014AD S/N: G616M550146",1.06.05.020.00,"Office Equipment",05,51000.00,,
4057,2025-05-05.020-0036-000,"5 tonner; split-type LG SN: 603TALBAH5632",1.06.05.020.00,"Office Equipment",05,112000.00,,
4058,2025-05-05.020-0037-000,"Gestetner MP-2014AD SN: G616M550080",1.06.05.020.00,"Office Equipment",05,65000.00,,
4059,2025-05-05.020-0038-000,"with ARDF; Gestetner MP2014AD SN: G617M350075",1.06.05.020.00,"Office Equipment",05,60000.00,,
4060,2025-05-05.020-0039-000,"with ARDF; Gestetner MP2014AD SN: G617M450082",1.06.05.020.00,"Office Equipment",05,60000.00,,
4061,2025-05-05.020-0040-000,"with ARDF; Gestetner MP2014AD SN: G617M550080",1.06.05.020.00,"Office Equipment",05,60000.00,,
4062,2025-05-05.020-0041-000,"with ARDF; Gestetner MP2014AD SN: G617M350349",1.06.05.020.00,"Office Equipment",05,60000.00,,
4063,2025-05-05.020-0042-000,"with ARDF; Gestetner MP2014AD SN: G617M65002",1.06.05.020.00,"Office Equipment",05,60000.00,,
4064,2025-05-05.020-0043-000,"5 tonnerFloor Mounted - CARRIER",1.06.05.020.00,"Office Equipment",05,124900.00,,
4065,2025-05-05.020-0044-000,"7 tonnerFloor Mounted - CARRIER",1.06.05.020.00,"Office Equipment",05,124900.00,,
4066,2025-05-05.020-0045-000,"5 Tonner; split type Everest ET-60FSIM SN: 2404126260279150160023",1.06.05.020.00,"Office Equipment",05,107800.00,,
4067,2025-05-05.020-0046-000,"5 Tonner; split type Everest ET-60FSIM SN: 2404126260279150160011",1.06.05.020.00,"Office Equipment",05,107800.00,,
4068,2025-05-05.020-0047-000,"2.5HP split type Everest ET-S25ST-HF SN: 25STID170362",1.06.05.020.00,"Office Equipment",05,54780.00,,
4069,2025-05-05.020-0048-000,"2.5HP split type Everest ET-S25ST-HF SN: 25STIE170406",1.06.05.020.00,"Office Equipment",05,54780.00,,
4070,2025-05-05.020-0049-000,"3 tonner; split type Everest ET36FS IM SN: 2403496080275180160040; 2403496080275180160041",1.06.05.020.00,"Office Equipment",05,157300.00,,
4071,2025-05-05.020-0050-000,"5 tonner, Koppel; SN: GK273140; KH273184",1.06.05.020.00,"Office Equipment",05,95960.00,,
4072,2025-05-05.020-0051-000,"3 tonner floor mounted, split type; Koppel; SN: AL748822 - AL323009",1.06.05.020.00,"Office Equipment",05,71365.00,,
4073,2025-05-05.020-0052-000,"Gestetner DX2430 SN: D218ZA00037",1.06.05.020.00,"Office Equipment",05,84000.00,,
4074,2025-05-05.020-0053-000,"Gestetner MP-2014AD w/ ARDF SN: G619M450171",1.06.05.020.00,"Office Equipment",05,72000.00,,
4075,2025-05-05.020-0054-000,"Gestetner MP-2014AD w/ ARDF SN: G619M350122",1.06.05.020.00,"Office Equipment",05,72000.00,,
4076,2025-05-05.020-0055-000,"Gestetner MP-2014AD w/ ARDF SN: G619M350059",1.06.05.020.00,"Office Equipment",05,72000.00,,
4077,2025-05-05.020-0056-000,"KOPPEL KV18WM-ARF21C2; Wall Mounted (Split Type); SN: 34089080698250130355",1.06.05.020.00,"Office Equipment",05,66500.00,,
4078,2025-05-05.020-0057-000,"GESTETNER with ADF MP 2014AD; SN: G619M950073",1.06.05.020.00,"Office Equipment",05,58000.00,,
4079,2025-05-05.020-0058-000,"5 tonner Floor Mounted-DAIKEN SN: K002825",1.06.05.020.00,"Office Equipment",05,125000.00,,
4080,2025-05-05.020-0059-000,"2.5 HP Wall Mounted-DAIKED SN:",1.06.05.020.00,"Office Equipment",05,70000.00,,
4081,2025-05-05.020-0060-000,"(2)-3 seater sofa; (1) Ottoman; (2) Side Tables",1.06.05.020.00,"Office Equipment",05,73500.00,,
4082,2025-05-05.020-0061-000,"Gestetner MP2014AD SN:",1.06.05.020.00,"Office Equipment",05,58000.00,,
4083,2025-05-05.020-0062-000,"Gestetner MP2014AD SN:",1.06.05.020.00,"Office Equipment",05,58000.00,,
4084,2025-05-05.020-0063-000,"5 TR, floor-mounted, SAMSUNG, SN: B95QP3EN200004Y",1.06.05.020.00,"Office Equipment",05,167250.00,,
4085,2025-05-05.020-0064-000,"5 TR, floor-mounted, SAMSUNG, SN: B95QP3EMA00011Z",1.06.05.020.00,"Office Equipment",05,167250.00,,
4086,2025-05-05.020-0065-000,"specification:, contruction: plastic, transducers: 1x1.7"" HF+1x15"" LF, frequency reponse (-3db) 40Hz-18kHz, rated power: 100w HF, 300w LF (rms), amplier type: class H, input impedance: 120dB (peak), rated impedance:8, dispersion (HxV) 90? x 60, connector: 2x XLR, power supply: 110V/220V 50/60Hz",1.06.05.020.00,"Office Equipment",05,53600.00,,
4087,2025-05-05.020-0066-000,"SET- (RL RUILING), 1 LED display body, p2.5 mm, 1pc. Spare module, 320x160mm, 1pc. Power supply, 1pc. Spare reciever, Model: N300V5-A",1.06.05.020.00,"Office Equipment",05,350000.00,,
4088,2025-05-05.020-0067-000,"1.0 HP Motor, Brand: WEG, Frame Number: 8027Sep2018, SN: 1045650011",1.06.05.020.00,"Office Equipment",05,790000.00,,
4089,2025-05-05.020-0068-000,"Amd Ryzen 7, Intel Core i7, 1TB SSD, 16GB RAM, SN: NHQBCSP0062020BFDF3400",1.06.05.020.00,"Office Equipment",05,79499.00,,
4090,2025-05-05.020-0069-000,"Amd Ryzen 7, Intel Core i7, 1TB SSD, 16GB RAM, SN:",1.06.05.020.00,"Office Equipment",05,79499.00,,
4091,2025-05-05.020-0070-000,"Brother L15180, SN: X9DT000605",1.06.05.020.00,"Office Equipment",05,57148.00,,
4092,2025-05-05.020-0071-000,"CANON- C3120, SN: YEA00713",1.06.05.020.00,"Office Equipment",05,171600.00,,
4093,2025-05-05.020-0072-000,"ACER-C24-1750, Intel Core i5 12th Gen, 1TB SSD: SN: DQBJ3SP0012510077D3000",1.06.05.020.00,"Office Equipment",05,60800.00,,
4094,2025-05-05.020-0073-000,"3 toner-Midea",1.06.05.020.00,"Office Equipment",05,93960.00,,
4095,2025-05-05.020-0074-000,"Gestetner, MP-2014AD, SN: G612ZA50046",1.06.05.020.00,"Office Equipment",05,64000.00,,
4096,2025-05-05.020-0075-000,"Nikon- D7500
w/ Lens; 18.55mm lens SN:70494626
SN Unit: 8236888",1.06.05.020.00,"Office Equipment",05,82574.00,,
4097,2025-05-05.020-0076-000,"floor mounted split-type; 5 tonner; LG Model: APNQ60GT3E4 SN: 306KCAS0S096",1.06.05.020.00,"Office Equipment",05,201075.00,,
4098,2025-05-05.020-0077-000,"Wall Mounted Split Type Inverter; 2.5 HP; KOLIN Model:KSM-IW25-WCT10M1M32; SN: 18682304-11031 (Outdoor) SN: 18672303-10234 (Indoor)",1.06.05.020.00,"Office Equipment",05,62495.00,,
4099,2025-05-05.020-0078-000,"1.5HP, inverter, wall mounted, split type; SHARP Model: AH-X15ZF SN: 31013764",1.06.05.020.00,"Office Equipment",05,59198.00,,
4100,2025-05-05.020-0079-000,"Asus Model: Vivobook X1405V SN: S1N0CV07K19003G",1.06.05.020.00,"Office Equipment",05,59355.00,,
4102,2025-05-05.020-0080-000,"Kolin KSM-25CB1im; SN: 10711209-13363",1.06.05.020.00,"Office Equipment",05,66000.00,,
4106,2025-05-05.020-0081-000,"3.0 HP;  inverter, split type; wall mounted; Model: Midea - FP-42AST030KEIV-F4; SN: 54122000GFQ47170641052; SN: 	54122000GFQ47170640320",1.06.05.020.00,"Office Equipment",05,139420.00,,
4023,2026-05-05.020-0001-000,"Sharp, AR5618; SN: 33003128",1.06.05.020.00,"Office Equipment",05,59680.00,2026-04-13,
4024,2026-05-05.020-0002-000,"Kolin KFM-7001E; 5 Tonner; SN: 10771405-10718; 10771308-10419 10771405-10718; 10771308-10419",1.06.05.020.00,"Office Equipment",05,214000.00,2026-04-13,
4025,2026-05-05.020-0003-000,"KoliN KFM-400FIJ (1) SN: indoor: 10631306-14354; indoor: 10631306-14356",1.06.05.020.00,"Office Equipment",05,154150.00,2026-04-13,
4026,2026-05-05.020-0004-000,"Multifunction Sharp M26N; SN: 45038879",1.06.05.020.00,"Office Equipment",05,162735.00,2026-04-13,
4101,2025-06-05.020-0001-000,"branded, processor; equivalent to core i5;Quadcore (3M Cache, 3.1 GHz), Memory: 8 GB DDR4 SDRAM memory, Display: 19.5'' LED Display, USB Keyboard & USB Optical Mouse, Windows 10; ACER",1.06.05.020.00,"Office Equipment",06,55000.00,,
884,0-01-05.030-0001-000,"Intel Core i5 13th Gen; 8gb DDR4 RAM; 512Gb NVMe SSD; Nvidia RTX 2050 Graphics Card; ACER - TMP216-51G-53UB SN: NXB18SP019424140D87600",1.06.05.030.00,"Information and Communication Technology Equipment",01,57850.00,0000-00-00,
885,0-01-05.030-0002-000,"Intel Core i5 13th Gen; 8gb DDR4 RAM; 512Gb NVMe SSD; Nvidia RTX 2050 Graphics Card; ACER - TMP216-51G-53UB SN: NXB18SP0194241409E7600",1.06.05.030.00,"Information and Communication Technology Equipment",01,57850.00,0000-00-00,
970,0-01-05.030-0003-000,"Processor: Intel/ryzen quadcore/4-core 2.0GHz or faster, 64-bit; Memory: 2GB DDR4; Drives and Bay Support: 2x2.5' SATA SSD- 3 years hardware warranty includes: 2x2.5'' SATA SSD; 2TB with LED monitor 19.5"" and UPS; ALTOS OSAN - XN3004T; SN: XN19CQ00045",1.06.05.030.00,"Information and Communication Technology Equipment",01,96750.00,0000-00-00,
971,0-01-05.030-0004-000,"Ultra-High Resolution Dual Sided RETRANSFER Card Printer; Heavy Duty IPSEC Network Security; Electronic Security Lock with UPS MATICA - EDIsecure; SN: A4S11749",1.06.05.030.00,"Information and Communication Technology Equipment",01,150000.00,0000-00-00,
1038,0-01-05.030-0005-000,"indoor/outdoor LEDWALL 2.5Mx2m; P 3.91 Indoor Full Color Led Screen; Module Specification: Pixel Pitch: 3.91mm; Pixel Configuration: SMD2121; Module Resolution: 64x64pixels; Scan code:1/16 scan; Module Size 250mmx250mm; Cabinet Specification: Cabinet Size (WxHxD) 500mmx500mmx85mm; Cabinet Quantity (WxH): 5pcs x 4pcs; 1 unit Video Processors; 1 Lot Power Cables; Circuit breaker for LED Screen Main Supply; 1 lot customized rack 5KVA AVR for power supply; 1 lot fabricated wall bracket for LED screen; 1 lot communication/signal cable, 30m communication cable; 30m HDMI cable with booster; 75m-2.0mm 2c #14 2c royal cord",1.06.05.030.00,"Information and Communication Technology Equipment",01,750000.00,0000-00-00,
1044,0-01-05.030-0006-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023758",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1045,0-01-05.030-0007-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023899",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1046,0-01-05.030-0008-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023807",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1047,0-01-05.030-0009-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023807",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1048,0-01-05.030-0010-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023590",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1049,0-01-05.030-0011-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023814",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1050,0-01-05.030-0012-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023755",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1051,0-01-05.030-0013-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023919",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1052,0-01-05.030-0014-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023809",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1053,0-01-05.030-0015-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023819",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1054,0-01-05.030-0016-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023740",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1055,0-01-05.030-0017-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023745",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1056,0-01-05.030-0018-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023812",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1057,0-01-05.030-0019-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023794",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1058,0-01-05.030-0020-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0024269",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1059,0-01-05.030-0021-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023916",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1060,0-01-05.030-0022-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023808",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1061,0-01-05.030-0023-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023947",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1062,0-01-05.030-0024-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023817",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1063,0-01-05.030-0025-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023810",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1064,0-01-05.030-0026-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023821",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1065,0-01-05.030-0027-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023752",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1066,0-01-05.030-0028-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023823",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
1067,0-01-05.030-0029-000,"Intel core i5, 12MB cache, 2.1GHz-4.6GHz Clock Rate; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; MSI - Thin 15 B13UCX SN: K2406N0023684",1.06.05.030.00,"Information and Communication Technology Equipment",01,50500.00,0000-00-00,
